file,class,method,variable,usage
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testFN/0,constraint,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNullBlock_FR/0,c,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNullBlock_FR/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testGridNotFull_FF/0,c,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testGridNotFull_FF/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testGridNotFull_FF/0,b1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNullBlock_FF/0,c,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNullBlock_FF/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNN/0,c,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNN/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testRN/0,c,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testRN/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testRN/0,constraint,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testGridNotFull_FN/0,c,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testGridNotFull_FN/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testGridNotFull_FN/0,b1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNR/0,c,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNR/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNR/0,constraint,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testGridNotFull_NN/0,c,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testGridNotFull_NN/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testGridNotFull_NN/0,b1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNullBlock_NN/0,c,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNullBlock_NN/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testEquals/0,f1,8
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testEquals/0,f2,8
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNF/0,c,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNF/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNF/0,constraint,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,createTestContainer1/0,b2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,createTestContainer1/0,result,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,createTestContainer1/0,b3,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,createTestContainer1/0,b1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testCloning/0,f1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testRF/0,c,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testRF/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testRF/0,constraint,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testGridNotFull_FR/0,c,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testGridNotFull_FR/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testGridNotFull_FR/0,b1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNullBlock_FN/0,c,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\block\GridArrangementTest.java,org.jfree.chart.block.GridArrangementTest,testNullBlock_FN/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testReplaceDataset/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testReplaceDataset/0,l,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testDrawWithNullInfo/0,image,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testDrawWithNullInfo/0,e,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testDrawWithNullInfo/0,g2,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testDrawWithNullInfo2/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testDrawWithNullInfo2/0,chart,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testSetSeriesToolTipGenerator/0,tt,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testSetSeriesToolTipGenerator/0,renderer,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testSetSeriesToolTipGenerator/0,tt2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testSetSeriesToolTipGenerator/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testSetSeriesURLGenerator/0,renderer,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testSetSeriesURLGenerator/0,url1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testSetSeriesURLGenerator/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,testSetSeriesURLGenerator/0,url2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,"date/3[int,int,int]",calendar,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,"date/3[int,int,int]",result,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,"date/3[int,int,int]",month,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,"date/3[int,int,int]",year,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,"date/3[int,int,int]",day,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,createDataset/0,collection,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,createDataset/0,s1,13
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\GanttChartTest.java,org.jfree.chart.GanttChartTest,createDataset/0,s2,13
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\urls\TimeSeriesURLGeneratorTest.java,org.jfree.chart.urls.TimeSeriesURLGeneratorTest,testSerialization/0,g1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\urls\TimeSeriesURLGeneratorTest.java,org.jfree.chart.urls.TimeSeriesURLGeneratorTest,testSerialization/0,g2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\urls\TimeSeriesURLGeneratorTest.java,org.jfree.chart.urls.TimeSeriesURLGeneratorTest,testEquals/0,g1,16
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\urls\TimeSeriesURLGeneratorTest.java,org.jfree.chart.urls.TimeSeriesURLGeneratorTest,testEquals/0,g2,16
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\urls\TimeSeriesURLGeneratorTest.java,org.jfree.chart.urls.TimeSeriesURLGeneratorTest,testPublicCloneable/0,g1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\urls\TimeSeriesURLGeneratorTest.java,org.jfree.chart.urls.TimeSeriesURLGeneratorTest,testGenerateURL/0,s,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\urls\TimeSeriesURLGeneratorTest.java,org.jfree.chart.urls.TimeSeriesURLGeneratorTest,testGenerateURL/0,g,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\urls\TimeSeriesURLGeneratorTest.java,org.jfree.chart.urls.TimeSeriesURLGeneratorTest,testGenerateURL/0,dataset,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\imagemap\DynamicDriveToolTipTagFragmentGeneratorTest.java,org.jfree.chart.imagemap.DynamicDriveToolTipTagFragmentGeneratorTest,testGenerateURLFragment/0,g,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testNext/0,y,8
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testEquals/0,year1,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testEquals/0,year2,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testDateConstructorWithCalendarPrototype/0,hours,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testDateConstructorWithCalendarPrototype/0,calendarSetup,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testSerialization/0,y1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testSerialization/0,y2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,"testYearConstructorWithCustomCalendar/2[int,java.util.function.Consumer<java.lang.Integer>]",hoursOffset,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,"testYearConstructorWithCustomCalendar/2[int,java.util.function.Consumer<java.lang.Integer>]",ms,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,"testYearConstructorWithCustomCalendar/2[int,java.util.function.Consumer<java.lang.Integer>]",y,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,"testYearConstructorWithCustomCalendar/2[int,java.util.function.Consumer<java.lang.Integer>]",calendarSetup,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testEqualsSelf/0,year,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,test9999Previous/0,current,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,test9999Previous/0,previous,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testDateConstructor1/0,zone,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testDateConstructor1/0,y1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testDateConstructor1/0,y2,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testDateConstructor1/0,d1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testDateConstructor1/0,d2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testDateConstructor1/0,cal,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetFirstMillisecondWithCalendar/0,calendar,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetFirstMillisecondWithCalendar/0,pass,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetFirstMillisecondWithCalendar/0,e,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetFirstMillisecondWithCalendar/0,y,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetSerialIndex/0,y,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetLastMillisecondWithCalendar/0,calendar,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetLastMillisecondWithCalendar/0,pass,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetLastMillisecondWithCalendar/0,e,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetLastMillisecondWithCalendar/0,y,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetEnd/0,saved,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetEnd/0,y,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetEnd/0,cal,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testParseYear/0,year,9
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testParseYear/0,e,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,test9999Next/0,next,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,test9999Next/0,current,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,"testDateConstructorWithCustomCalendar/2[int,java.util.function.Consumer<java.lang.Integer>]",hoursOffset,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,"testDateConstructorWithCustomCalendar/2[int,java.util.function.Consumer<java.lang.Integer>]",ms,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,"testDateConstructorWithCustomCalendar/2[int,java.util.function.Consumer<java.lang.Integer>]",y,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,"testDateConstructorWithCustomCalendar/2[int,java.util.function.Consumer<java.lang.Integer>]",calendarSetup,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetStart/0,saved,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetStart/0,y,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetStart/0,cal,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testDateConstructorWithThreadLocalCalendar/0,hours,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testDateConstructorWithThreadLocalCalendar/0,calendarSetup,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,"testNextPreviousWithCustomCalendar/2[int,java.util.function.Consumer<java.lang.Integer>]",hoursOffset,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,"testNextPreviousWithCustomCalendar/2[int,java.util.function.Consumer<java.lang.Integer>]",ms,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,"testNextPreviousWithCustomCalendar/2[int,java.util.function.Consumer<java.lang.Integer>]",y,8
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,"testNextPreviousWithCustomCalendar/2[int,java.util.function.Consumer<java.lang.Integer>]",calendarSetup,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testMinuss9999Previous/0,current,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testMinuss9999Previous/0,previous,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testNotCloneable/0,y,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetFirstMillisecond/0,saved,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\YearTest.java,org.jfree.data.time.YearTest,testGetFirstMillisecond/0,savedZone,1
